Player Name,Club,League,Nationality,Age,Height (cm),Weight (Kg)
Rahman Bugra Çagiran,Evkur Yeni Malatyaspor,Süper Lig,Turkey,23,176,64
Sincere Muenfuh Seth,Evkur Yeni Malatyaspor,Süper Lig,Nigeria,20,170,65
Jan-Ole Sievers,1. FC Kaiserslautern,3. Liga,Germany,23,188,77
Wolfgang Hesl,1. FC Kaiserslautern,3. Liga,Germany,32,186,87
Wataru Hashimoto,Vissel Kobe,Meiji Yasuda J1 League,Japan,32,181,72
Emmanuel Onariase,Rotherham United,EFL Championship,England,21,188,77
Aaron Calver,Sydney FC,Hyundai A-League,Australia,22,186,76
Ben Warland,Sydney FC,Hyundai A-League,Australia,22,185,82
Trent Buhagiar,Sydney FC,Hyundai A-League,Australia,20,178,65
Aimery Pinga,Grasshopper Club Zürich,Raiffeisen Super League,Switzerland,20,185,86
Stefan Nigro,Brisbane Roar,Hyundai A-League,Australia,22,181,70
Kenta Tanno,Cerezo Osaka,Meiji Yasuda J1 League,Japan,32,184,75
Takaki Fukumitsu,Cerezo Osaka,Meiji Yasuda J1 League,Japan,26,171,63
Herman Hallberg,Kalmar FF,Allsvenskan,Sweden,21,180,71
Filip Sachpekidis,Kalmar FF,Allsvenskan,Sweden,21,180,76
Kazuki Fukai,Hokkaido Consadole Sapporo,Meiji Yasuda J1 League,Japan,23,177,72
Jack Stacey,Luton Town,EFL League One,England,22,178,62
Harry Cornick,Luton Town,EFL League One,England,23,180,84
Lloyd Jones,Luton Town,EFL League One,England,22,190,75
Jordan O'Doherty,Western Sydney Wanderers,Hyundai A-League,Australia,20,168,62
Elliot Lee,Luton Town,EFL League One,England,23,180,72
Luca Marseiler,SpVgg Unterhaching,3. Liga,Germany,21,176,68
Jakub Arak,Lechia Gda?sk,Ekstraklasa,Poland,23,183,78
Joe Lumley,Queens Park Rangers,EFL Championship,England,23,190,73
Bright Osayi-Samuel,Queens Park Rangers,EFL Championship,Nigeria,20,175,72
David Gil Mohedano,Cádiz CF,LaLiga 1 I 2 I 3,Spain,24,186,81
Juan Pedro Jiménez Melero,Cádiz CF,LaLiga 1 I 2 I 3,Spain,22,184,77
Michael Crowe,Preston North End,EFL Championship,Wales,22,193,84
Lukas Daschner,MSV Duisburg,Bundesliga 2,Germany,20,182,68
Taylor Moore,Bristol City,EFL Championship,England,21,184,80
Max O'Leary,Bristol City,EFL Championship,England,21,185,78
Maxim Leitsch,VfL Bochum 1848,Bundesliga 2,Germany,20,188,75
Corentin Jacob,Stade Brestois 29,Dominos Ligue 2,France,21,188,79
Seung Min Yoo,Jeonbuk Hyundai Motors,K LEAGUE Classic,Korea Republic,20,181,70
Tim van de Berg,Heracles Almelo,Eredivisie,Holland,20,189,81
Diego Chávez,Tiburones Rojos de Veracruz,LIGA Bancomer MX,Mexico,23,180,61
Ransford Selasi,Pescara,Calcio B,Ghana,22,178,60
Dong Su Lee,Jeju United FC,K LEAGUE Classic,Korea Republic,24,185,72
Eun Beom Lee,Jeju United FC,K LEAGUE Classic,Korea Republic,22,170,64
Jin Hwan Kim,Sangju Sangmu FC,K LEAGUE Classic,Korea Republic,29,186,78
Jong Won Lee,Sangju Sangmu FC,K LEAGUE Classic,Korea Republic,29,176,70
Sang Hyeob Lee,Sangju Sangmu FC,K LEAGUE Classic,Korea Republic,28,177,66
Gorka Giralt Amotxategi,R. Oviedo,LaLiga 1 I 2 I 3,Spain,23,190,79
Cherif Ndiaye,Waasland-Beveren,Belgium Pro League,Senegal,22,186,80
Robert Jendrusch,FC Erzgebirge Aue,Bundesliga 2,Germany,22,191,83
Adam Andersson,BK Häcken,Allsvenskan,Sweden,21,178,71
Jonathan Rasheed,BK Häcken,Allsvenskan,Norway,26,191,91
Onur Ural,Kasimpa?a SK,Süper Lig,Turkey,21,181,80
Nao Iwadate,Urawa Red Diamonds,Meiji Yasuda J1 League,Japan,30,183,78
Naoki Yamada,Urawa Red Diamonds,Meiji Yasuda J1 League,Japan,28,168,66
Haruki Fukushima,Urawa Red Diamonds,Meiji Yasuda J1 League,Japan,25,182,78
Luis Hurtado,Rionegro Águilas,Liga Dimayor,Colombia,23,179,76
Fredrik Andersson,Malmö FF,Allsvenskan,Sweden,29,196,91
Alexander Siebeck,Karlsruher SC,3. Liga,Germany,24,183,75
Victor van den Bogert,Willem II,Eredivisie,Holland,19,185,81
Harrison Heath,Minnesota United FC,Major League Soccer,England,22,180,73
Haruya Ide,Gamba Osaka,Meiji Yasuda J1 League,Japan,24,171,66
Maurício Cortés,Jaguares Fútbol Club,Liga Dimayor,Colombia,21,176,74
Sonny Laiton,AJ Auxerre,Dominos Ligue 2,France,18,198,80
Rob Dickie,Oxford United,EFL League One,England,22,183,74
Marcus Browne,Oxford United,EFL League One,England,20,179,74
Nicolás Andereggen,Unión de Santa Fe,SAF,Argentina,19,175,71
Mario Seidel,1. FC Magdeburg,Bundesliga 2,Germany,23,185,82
Ryotaro Hironaga,Sanfrecce Hiroshima,Meiji Yasuda J1 League,Japan,28,186,82
Hirotsugu Nakabayashi,Sanfrecce Hiroshima,Meiji Yasuda J1 League,Japan,32,182,73
William Cuesta,Deportes Tolima,Liga Dimayor,Colombia,25,195,87
Vesel Demaku,FK Austria Wien,Österreichische Fußball-Bundesliga,Austria,18,179,72
Rami Kaib,IF Elfsborg,Allsvenskan,Sweden,21,178,63
Wieger Sietsma,Milton Keynes Dons,EFL League Two,Holland,23,190,90
Conor McGrandles,Milton Keynes Dons,EFL League Two,Scotland,23,185,64
Aidan Nesbitt,Milton Keynes Dons,EFL League Two,Scotland,21,173,65
Jiro Kamata,Kashiwa Reysol,Meiji Yasuda J1 League,Japan,33,179,74
Alessio Castro-Montes,KAS Eupen,Belgium Pro League,Belgium,21,175,67
Yugo Tatsuta,Shimizu S-Pulse,Meiji Yasuda J1 League,Japan,20,189,75
Lukasz Budzilek,Pogo? Szczecin,Ekstraklasa,Poland,27,186,80
Maciej Palaszewski,?l?sk Wroc?aw,Ekstraklasa,Poland,20,175,66
Marcus Mølvadgaard,Randers FC,Superliga,Denmark,19,189,82
Nahuel Arena,Vélez Sarsfield,SAF,Argentina,20,183,68
Janik Bachmann,FC Würzburger Kickers,3. Liga,Germany,22,190,84
August Erlingmark,IFK Göteborg,Allsvenskan,Sweden,20,189,80
Ioannis Gelios,FC Hansa Rostock,3. Liga,Greece,26,190,76
Kamer Krasniqi,VfL Osnabrück,3. Liga,Kosovo,22,177,67
Moritz Heinrich,SC Preußen Münster,3. Liga,Germany,21,180,75
John Hou Sæter,Stabæk Fotball,Eliteserien,Norway,20,180,74
Mirlind Kryeziu,FC Zürich,Raiffeisen Super League,Switzerland,21,196,96
Ivan Näsberg,Vålerenga Fotball,Eliteserien,Norway,22,186,80
Aron Dønnum,Vålerenga Fotball,Eliteserien,Norway,20,179,73
André Sødlund,Odds BK,Eliteserien,Norway,21,185,76
Callum McFadzean,Bury,EFL League Two,Scotland,24,181,75
Chris Stokes,Bury,EFL League Two,England,27,185,83
Dom Telford,Bury,EFL League Two,England,21,175,72
Dong Min Yoon,Jeonnam Dragons,K LEAGUE Classic,Korea Republic,30,176,72
Olufela Olomola,Scunthorpe United,EFL League One,England,21,180,80
Iké Ugbo,Scunthorpe United,EFL League One,England,20,185,73
Kyosuke Tagawa,Sagan Tosu,Meiji Yasuda J1 League,Japan,19,181,70
Hiromu Mitsumaru,Sagan Tosu,Meiji Yasuda J1 League,Japan,25,172,69
Raif Husic,VfR Aalen,3. Liga,Germany,22,190,87
Lars Krogh Gerson,IFK Norrköping,Allsvenskan,Luxembourg,28,187,76
Søren Frederiksen,SønderjyskE,Superliga,Denmark,29,185,76
Adam May,Portsmouth,EFL League One,England,20,182,73
Ben Wilson,Bradford City,EFL League One,England,26,186,74
Víctor Cabezas,Deportivo Pasto,Liga Dimayor,Colombia,20,186,79
Ludvig Fritzson,Östersunds FK,Allsvenskan,Sweden,23,184,77
Craig Wighton,Heart of Midlothian,Scottish Premiership,Scotland,21,185,72
Daichi Sugimoto,Yokohama F?Marinos,Meiji Yasuda J1 League,Japan,25,187,83
Romain Armand,Gazélec Football Club Ajaccio,Dominos Ligue 2,France,31,182,73
Denis Gojko,Piast Gliwice,Ekstraklasa,Poland,20,176,56
Philipp Hercher,SG Sonnenhof Großaspach,3. Liga,Germany,22,184,81
Sebastjan Spahiu,Royal Excel Mouscron,Belgium Pro League,Belgium,18,172,74
Nahuel Bustos,Club Atlético Talleres,SAF,Argentina,20,176,74
Iain Wilson,Kilmarnock,Scottish Premiership,Scotland,19,187,67
Filip Ugrinic,FC Luzern,Raiffeisen Super League,Switzerland,19,184,84
Terry Hawkridge,Notts County,EFL League Two,England,28,175,70
Jae Min Seo,Daegu FC,K LEAGUE Classic,Korea Republic,20,169,60
Kwang Jin Oh,Daegu FC,K LEAGUE Classic,Korea Republic,31,172,66
Federico Costa,Patronato,SAF,Argentina,29,188,89
Lion Lauberbach,FSV Zwickau,3. Liga,Germany,20,192,83
Alexandros Kartalis,FSV Zwickau,3. Liga,Greece,23,178,66
Dominik Frieser,LASK Linz,Österreichische Fußball-Bundesliga,Austria,25,178,78
Oleksiy Dytyatev,Cracovia,Ekstraklasa,Ukraine,29,196,88
Milan Dimun,Cracovia,Ekstraklasa,Slovakia,22,186,76
Rayan Al Mousa,Al Taawoun,Saudi Professional League,Saudi Arabia,24,179,67
Saeed Al Dosari,Al Taawoun,Saudi Professional League,Saudi Arabia,27,178,60
Ahmed Al Harbi,Al Raed,Saudi Professional League,Saudi Arabia,24,189,88
Mazen Abu Shararah,Al Raed,Saudi Professional League,Saudi Arabia,27,176,76
Alfie May,Doncaster Rovers,EFL League One,England,25,176,72
Victor Sköld,Örebro SK,Allsvenskan,Sweden,29,181,80
Callum Cooke,Peterborough United,EFL League One,England,21,172,72
Tom Nichols,Bristol Rovers,EFL League One,England,25,178,75
Stanley Amuzie,FC Lugano,Raiffeisen Super League,Nigeria,22,186,85
Dragan Mihajlovic,FC Lugano,Raiffeisen Super League,Switzerland,27,177,74
Ákos Kecskés,FC Lugano,Raiffeisen Super League,Hungary,22,190,75
André Poggenborg,SC Fortuna Köln,3. Liga,Germany,35,186,85
Michael Kessel,SC Fortuna Köln,3. Liga,Germany,34,176,70
Maciej Górski,Korona Kielce,Ekstraklasa,Poland,28,183,75
Daniel Margush,Adelaide United,Hyundai A-League,Australia,20,187,80
Louis Fenton,Wellington Phoenix,Hyundai A-League,New Zealand,25,173,70
Abdulaziz Al Sharid,Al Fateh,Saudi Professional League,Saudi Arabia,24,171,63
Mark Byrne,Gillingham,EFL League One,Republic of Ireland,29,175,70
Liam O'Brien,Coventry City,EFL League One,England,26,193,79
Lee Burge,Coventry City,EFL League One,England,25,180,70
Sam Surridge,Oldham Athletic,EFL League Two,England,20,191,77
Nick Cowburn,Newcastle Jets,Hyundai A-League,Australia,23,181,75
Abdulrahman Al Obud,Ettifaq FC,Saudi Professional League,Saudi Arabia,23,174,70
Saad Al Khayri,Ettifaq FC,Saudi Professional League,Saudi Arabia,23,173,75
Ali Hazazi,Ettifaq FC,Saudi Professional League,Saudi Arabia,24,183,63
Abdullah Al Saleh,Ettifaq FC,Saudi Professional League,Saudi Arabia,28,184,78
Yeison Guzmán,Envigado FC,Liga Dimayor,Colombia,20,166,64
Iván Rojas,Envigado FC,Liga Dimayor,Colombia,21,177,76
Ryan Fulton,Hamilton Academical FC,Scottish Premiership,Scotland,22,191,70
Dillon Barnes,Colchester United,EFL League Two,England,22,193,78
Marcus Bean,Wycombe Wanderers,EFL League One,Jamaica,34,180,73
Daniel O'Shaughnessy,HJK Helsinki,Finnliiga,Finland,24,190,80
Evans Mensah,HJK Helsinki,Finnliiga,Ghana,20,165,62
Yoshiaki Ota,Júbilo Iwata,Meiji Yasuda J1 League,Japan,35,176,72
Fozil Musaev,Júbilo Iwata,Meiji Yasuda J1 League,Uzbekistan,29,183,74
Tennai Watson,AFC Wimbledon,EFL League One,England,21,179,73
Mitchell Rose,Grimsby Town,EFL League Two,England,24,176,78
Alex Whitmore,Grimsby Town,EFL League Two,England,23,180,68
Macaulay Gillesphey,Carlisle United,EFL League Two,England,22,180,70
Joe Fryer,Carlisle United,EFL League Two,England,22,185,72
James Gibbons,Port Vale,EFL League Two,England,20,175,60
Antony Kay,Port Vale,EFL League Two,England,35,180,85
Luke Joyce,Port Vale,EFL League Two,England,31,180,76
Idris Kanu,Port Vale,EFL League Two,England,18,182,75
Danny Pugh,Port Vale,EFL League Two,England,35,183,76
Michael Tonge,Port Vale,EFL League Two,England,35,183,74
Kyle Knoyle,Swindon Town,EFL League Two,England,22,177,63
Dannie Bulman,Crawley Town,EFL League Two,England,39,175,75
Koji Hachisuka,Vegalta Sendai,Meiji Yasuda J1 League,Japan,28,180,75
Liam Donnelly,Motherwell,Scottish Premiership,Northern Ireland,22,182,76
Matt Rhead,Lincoln City,EFL League Two,England,34,193,106
Stephen Folan,Dundalk,SSE Airtricity League,Republic of Ireland,26,185,76
Mikkel Mena Qvist,AC Horsens,Superliga,Denmark,25,203,94
Jakub Lukowski,Wis?a P?ock,Ekstraklasa,Poland,22,172,67
Igor Lasicki,Wis?a P?ock,Ekstraklasa,Poland,23,184,70
Kim Skoglund,GIF Sundsvall,Allsvenskan,Sweden,31,183,79
Patrick Posipal,SV Meppen,3. Liga,Germany,30,189,78
Sandro Ingolitsch,SKN St. Pölten,Österreichische Fußball-Bundesliga,Austria,21,179,72
Derek Pender,Bohemian FC,SSE Airtricity League,Republic of Ireland,34,177,75
Ian Morris,Bohemian FC,SSE Airtricity League,Republic of Ireland,31,183,71
Robert Cornwall,Bohemian FC,SSE Airtricity League,Republic of Ireland,23,183,86
Carl Dickinson,Yeovil Town,EFL League Two,England,31,185,90
Killian Brennan,St. Patrick's Athletic,SSE Airtricity League,Republic of Ireland,34,183,80
Rhys Browne,Yeovil Town,EFL League Two,Antigua and Barbuda,22,175,75
Conor McCarthy,Cork City,SSE Airtricity League,Republic of Ireland,20,184,75
John Dunleavy,Cork City,SSE Airtricity League,Republic of Ireland,27,183,71
Peter Cherrie,Cork City,SSE Airtricity League,Scotland,35,188,76
William Kurtovic,Sandefjord Fotball,Eliteserien,Sweden,22,190,85
Liam O'Neil,Cambridge United,EFL League Two,England,25,180,80
Jake Carroll,Cambridge United,EFL League Two,Republic of Ireland,27,183,78
Majed Kanabah,Al Batin,Saudi Professional League,Saudi Arabia,25,170,70
Garry Thompson,Morecambe,EFL League Two,England,37,178,76
Andrew Tutte,Morecambe,EFL League Two,England,28,175,75
Liam Mandeville,Morecambe,EFL League Two,England,21,180,77
Jordon Forster,Cheltenham Town,EFL League Two,Scotland,25,187,76
Nicky Low,Derry City,SSE Airtricity League,Scotland,26,168,65
Johnny Hunt,Stevenage,EFL League Two,England,28,180,65
Conor McDermott,Derry City,SSE Airtricity League,Republic of Ireland,21,173,72
Paul Farman,Stevenage,EFL League Two,England,28,186,81
Darren Cole,Derry City,SSE Airtricity League,Scotland,26,189,80
Mark McKee,Stevenage,EFL League Two,Northern Ireland,19,178,73
Gerard Doherty,Derry City,SSE Airtricity League,Northern Ireland,37,188,86
Caolan McAleer,Sligo Rovers,SSE Airtricity League,Northern Ireland,25,175,67
Brandon Miele,Shamrock Rovers,SSE Airtricity League,Republic of Ireland,24,175,73
Aaron Greene,Shamrock Rovers,SSE Airtricity League,Republic of Ireland,28,180,73
Trevor Clarke,Shamrock Rovers,SSE Airtricity League,Republic of Ireland,20,165,66
Laurent Walthert,Neuchâtel Xamax,Raiffeisen Super League,Switzerland,34,178,72
George Mells,Fortuna Sittard,Eredivisie,Australia,21,178,75
Michael Blauensteiner,TSV Hartberg,Österreichische Fußball-Bundesliga,Austria,23,182,78
Ricardo Escobar,Audax Italiano,Campeonato Scotiabank,Chile,20,176,71
David Henriquez,Universidad Católica,Campeonato Scotiabank,Chile,19,173,65
Adam Banasiak,Zag??bie Sosnowiec,Ekstraklasa,Poland,28,185,76
Szymon Lewicki,Zag??bie Sosnowiec,Ekstraklasa,Poland,30,193,82
Vamara Sanogo,Zag??bie Sosnowiec,Ekstraklasa,France,23,186,85
Reda Kaddouri,Red Star FC,Dominos Ligue 2,France,22,186,73
Amadou Tidiane Diallo,Red Star FC,Dominos Ligue 2,France,24,178,77
Stéphan Raheriharimanana,Red Star FC,Dominos Ligue 2,Madagascar,25,168,64
Loïc Lapoussin,Red Star FC,Dominos Ligue 2,France,22,181,76
Nikola Petric,IF Brommapojkarna,Allsvenskan,Serbia,27,194,83
Martin Rauschenberg,IF Brommapojkarna,Allsvenskan,Denmark,26,189,84
Sebastian Czajkowski,Vendsyssel FF,Superliga,Denmark,22,180,75
Ruibao Hu,Guangzhou Evergrande Taobao,CSL,China PR,21,186,80
Jing Feng,Chongqing Lifan FC,CSL,China PR,25,175,70
Ryuji Izumi,Nagoya Grampus,Meiji Yasuda J1 League,Japan,24,173,72
Michele Cerofolini,Cosenza Calcio,Calcio B,Italy,19,188,80
Armando Anastasio,Cosenza Calcio,Calcio B,Italy,22,180,73
Shanping Yang,Dalian Yifang FC,CSL,China PR,30,188,80
Ivar Erlien Furu,Ranheim Fotball,Eliteserien,Norway,24,191,84
Kim Ove Riksvold,Ranheim Fotball,Eliteserien,Norway,24,182,73
Øyvind Alseth,Ranheim Fotball,Eliteserien,Norway,24,183,77
Essam Ahmed Al Joufi,Al Wehda,Saudi Professional League,Saudi Arabia,23,170,60
Feng Han,Guangzhou R&F FC,CSL,China PR,34,187,69
Daichi Tagami,V-Varen Nagasaki,Meiji Yasuda J1 League,Japan,25,180,78
Masato Kurogi,V-Varen Nagasaki,Meiji Yasuda J1 League,Japan,28,180,72
Shuto Kono,V-Varen Nagasaki,Meiji Yasuda J1 League,Japan,25,179,70
Huachen Zhang,Shanghai SIPG FC,CSL,China PR,20,175,67
Lucio Compagnucci,San Luis de Quillota,Campeonato Scotiabank,Argentina,22,174,73
Róger Lemus,Leones FC,Liga Dimayor,Colombia,26,170,69
Sipeng Zhang,Guizhou Hengfeng FC,CSL,China PR,31,188,78
Wenjie Song,Hebei China Fortune FC,CSL,China PR,27,185,74
Mengqi Zhang,Guizhou Hengfeng FC,CSL,China PR,28,178,65
Ning Jiang,Hebei China Fortune FC,CSL,China PR,32,178,70
Jinzhao Chu,Tianjin Quanjian FC,CSL,China PR,25,175,63
Sixten Mohlin,Dalkurd FF,Allsvenskan,Sweden,22,189,80
Rawez Lawan,Dalkurd FF,Allsvenskan,Sweden,31,178,78
Mitsuki Saito,Shonan Bellmare,Meiji Yasuda J1 League,Japan,19,165,61
Saif Al Qeshtah,Al-Hazem FC,Saudi Professional League,Saudi Arabia,25,182,75
Saeed Mustafa,Al-Hazem FC,Saudi Professional League,Sudan,32,181,68
Ismail Musalami,Al-Hazem FC,Saudi Professional League,Saudi Arabia,29,176,66
Moustapha Bokoum,AS Béziers,Dominos Ligue 2,Belgium,19,178,75
Steeve Beusnard,AS Béziers,Dominos Ligue 2,France,26,169,63
Eric Weeger,TSV 1860 München,3. Liga,Germany,21,179,74
Chris Weale,Exeter City,EFL League Two,England,36,188,84
Michael Gurski,SpVgg Unterhaching,3. Liga,Germany,39,189,89
Chris Beardsley,Burton Albion,EFL League One,England,34,183,81
Mustafa Sejmenovic,Neuchâtel Xamax,Raiffeisen Super League,Bosnia and Herzegovina,32,185,80
Ishmael Miller,Oldham Athletic,EFL League Two,England,31,192,89
Zoumana Bakayogo,Tranmere Rovers,EFL League Two,Côte d'Ivoire,32,175,69
Benjian Li,Henan Jianye FC,CSL,China PR,32,179,73
Qipeng Yang,Tianjin TEDA FC,CSL,China PR,31,186,76
Artur Krysiak,FK Bodø/Glimt,Eliteserien,Poland,29,193,83
Mohamed Youssouf,Athlétic Club Ajaccio,Dominos Ligue 2,Comoros,30,168,64
Peter Vincenti,Macclesfield Town,EFL League Two,England,32,191,76
Sen Hou,Beijing Guoan,CSL,China PR,29,188,81
Xiaofeng Geng,Hebei China Fortune FC,CSL,China PR,30,192,78
Francesco Rossi,Atalanta,Serie A TIM,Italy,27,193,83
Christopher Missilou,Oldham Athletic,EFL League Two,Congo,26,182,75
Shaun Byrne,Livingston FC,Scottish Premiership,Scotland,25,183,74
Hendrick Cakin,Stade de Reims,Ligue 1 Conforama,France,26,178,70
Gavan Holohan,Waterford FC,SSE Airtricity League,Republic of Ireland,26,180,75
Philipp Kühn,VfL Osnabrück,3. Liga,Germany,26,189,94
Jimmy Oates,Exeter City,EFL League Two,Australia,27,181,80
Andreas Hollingen,IK Start,Eliteserien,Norway,24,175,65
Petar Petrovi?,IF Brommapojkarna,Allsvenskan,Sweden,23,178,70
Jevani Brown,Cambridge United,EFL League Two,Jamaica,23,175,65
Koby Arthur,Macclesfield Town,EFL League Two,Ghana,22,168,68
Steven Murillo,Alianza Petrolera,Liga Dimayor,Colombia,25,174,73
José Quezada,Unión Española,Campeonato Scotiabank,Chile,28,178,74
Álvaro Madrid,CD Everton de Viña del Mar,Campeonato Scotiabank,Chile,23,175,74
Bastien Héry,Waterford FC,SSE Airtricity League,France,26,175,65
Fejiri Okenabirhie,Shrewsbury,EFL League One,Nigeria,22,178,74
Fabian Graudenz,FC Energie Cottbus,3. Liga,Germany,26,181,76
Osarenren Okungbowa,SKN St. Pölten,Österreichische Fußball-Bundesliga,Austria,24,187,76
José Luis Sierra,Unión Española,Campeonato Scotiabank,Chile,21,182,71
Hao Chen,Henan Jianye FC,CSL,China PR,25,186,78
Zhe Jiang,Changchun Yatai FC,CSL,China PR,29,179,84
Jairo Molina,Deportivo Pasto,Liga Dimayor,Colombia,25,183,78
Craig Halkett,Livingston FC,Scottish Premiership,Scotland,23,183,75
Jie Chen,Beijing Renhe,CSL,China PR,28,175,70
Pengfei Shan,Dalian Yifang FC,CSL,China PR,25,180,76
Patrick Berg,FK Bodø/Glimt,Eliteserien,Norway,20,178,70
Pengfei Xie,Jiangsu Suning FC,CSL,China PR,25,181,73
Marco Komenda,SV Meppen,3. Liga,Germany,21,184,76
Dennis Chessa,KFC Uerdingen 05,3. Liga,Germany,25,179,70
Gethin Jones,Fleetwood Town,EFL League One,Wales,22,178,74
Jinxian Wang,Dalian Yifang FC,CSL,China PR,22,176,70
Michael Eberwein,SC Fortuna Köln,3. Liga,Germany,22,192,78
Xiaobin Zhang,Jiangsu Suning FC,CSL,China PR,24,188,72
Jiawei Yang,Jiangsu Suning FC,CSL,China PR,26,182,73
Aston Oxborough,Norwich City,EFL Championship,England,20,185,76
Jake Keegan,St. Patrick's Athletic,SSE Airtricity League,United States,27,175,72
Erik Andersson,Trelleborgs FF,Allsvenskan,Sweden,21,179,78
David Salazar,CD O'Higgins,Campeonato Scotiabank,Chile,19,180,74
Christian Zock,FC Sion,Raiffeisen Super League,Cameroon,24,190,80
Modou Jadama,Portland Timbers,Major League Soccer,United States,24,185,80
Martin Payares,Deportivo Pasto,Liga Dimayor,Colombia,23,182,72
Muhammed Balc?lar,Çaykur Rizespor,Süper Lig,Turkey,22,170,66
Tianyu Qi,Shandong Luneng Taishan,CSL,China PR,25,182,74
Raphael Sallinger,TSV Hartberg,Österreichische Fußball-Bundesliga,Austria,22,196,85
Giulio Bizzotto,Cittadella,Calcio B,Italy,21,170,67
Callum Slattery,Southampton,Premier League,England,19,190,70
Gavin Reilly,Bristol Rovers,EFL League One,Scotland,25,181,73
Felipe Saavedra,Universidad de Chile,Campeonato Scotiabank,Chile,22,172,67
Horacio Tijanovich,Gimnasia y Esgrima La Plata,SAF,Argentina,22,174,68
Josef Yarney,Morecambe,EFL League Two,England,20,183,70
Erlend Dahl Reitan,Rosenborg BK,Eliteserien,Norway,21,180,70
Clayton Lewis,Scunthorpe United,EFL League One,New Zealand,21,173,72
Erin Jorge Gomes Pinheiro,AS Saint-Étienne,Ligue 1 Conforama,Cape Verde Islands,21,190,82
Rafa? Wolszty?ski,Górnik Zabrze,Ekstraklasa,Poland,23,180,70
Alberto Lejárraga Rubio,Granada CF,LaLiga 1 I 2 I 3,Spain,23,183,77
Nicolas Janvier,Stade Rennais FC,Ligue 1 Conforama,France,20,171,72
Víctor Rodríguez,Club América,LIGA Bancomer MX,Mexico,23,162,64
Markus Pavi?,FC Sochaux-Montbéliard,Dominos Ligue 2,Austria,23,184,74
Emmanuel Ntim,Valenciennes FC,Dominos Ligue 2,Ghana,22,179,72
Takahiro Kunimoto,GyeongNam FC,K LEAGUE Classic,Japan,20,174,76
